Catalog_Number,Date,TD_Greatest_Eclipse,Delta_T,Saros,Type,Type_Full,Gamma,Penumbral_Magnitude,Umbral_Magnitude,Penumbral_Duration_Min,Partial_Duration_Min,Total_Duration_Min,Zenith_Latitude,Zenith_Longitude,P1_UTC_ms,U1_UTC_ms,U2_UTC_ms,Max_UTC_ms,U3_UTC_ms,U4_UTC_ms,P4_UTC_ms
10042,2169-06-09,15:57:06,370,123,P,P,0.8158,1.3806,0.3416,307.2,133.5,0,-22,122,6293683040000,6293688251000,,6293692256000,,6293696261000,6293701472000
10043,2169-12-04,10:31:58,371,128,P,P,-0.5488,1.8648,0.8375,322.5,185.3,0,22,-159,6309042272000,6309046388000,,6309051947000,,6309057506000,6309061622000
10044,2170-05-30,00:55:17,372,133,T,T+,0.0174,2.8188,1.833,335.3,219.3,101.7,-22,-13,6324300086000,6324303566000,6324307094000,6324310145000,6324313196000,6324316724000,6324320204000
10045,2170-11-23,16:16:21,373,138,T,T+,0.1554,2.6134,1.5331,367.2,228.6,97.7,21,114,6339647192000,6339651350000,6339655277000,6339658208000,6339661139000,6339665066000,6339669224000
10046,2171-05-19,15:56:55,374,143,P,P,-0.7166,1.5175,0.568,282.7,151.9,0,-21,121,6354941360000,6354945284000,,6354949841000,,6354954398000,6354958322000
10047,2171-11-12,16:10:02,376,148,P,P,0.8584,1.3323,0.2343,318,115.9,0,18,115,6370233886000,6370239949000,,6370243426000,,6370246903000,6370252966000
10048,2172-04-09,00:08:52,376,115,N,N,1.1548,0.7289,-0.2513,219.8,0,0,-7,0,6383052762000,,,6383059356000,,,6383065950000
10049,2172-05-08,08:53:18,377,153,N,N,-1.4275,0.2157,-0.7389,122.7,0,0,-19,-133,6385592740000,,,6385596421000,,,6385600102000
10050,2172-10-02,03:01:41,378,120,N,N,-1.3098,0.4681,-0.5586,191.3,0,0,3,-46,6398270384000,,,6398276123000,,,6398281862000
10051,2172-10-31,17:09:17,378,158,N,N,1.5197,0.1016,-0.9623,95.5,0,0,16,100,6400829714000,,,6400832579000,,,6400835444000
10052,2173-03-29,11:02:23,379,125,P,P,0.4662,2.0215,0.9839,337.1,199.9,0,-3,-163,6413674051000,6413678167000,,6413684164000,,6413690161000,6413694277000
10053,2173-09-21,14:50:18,380,130,P,P,-0.5272,1.8761,0.9047,306.9,184,0,-1,138,6428895031000,6428898718000,,6428904238000,,6428909758000,6428913445000
10054,2174-03-18,14:30:50,381,135,T,T-,-0.2605,2.4236,1.3371,369.4,226,85.2,1,146,6444271187000,6444275489000,6444279713000,6444282269000,6444284825000,6444289049000,6444293351000
10055,2174-09-11,07:08:03,382,140,T,T+,0.1982,2.4683,1.5197,315,207.3,90.3,-4,-106,6459539051000,6459542282000,6459545792000,6459548501000,6459551210000,6459554720000,6459557951000
10056,2175-03-07,13:59:53,383,145,P,P,-0.9608,1.1406,0.0502,298.1,54.8,0,4,154,6474857067000,6474864366000,,6474866010000,,6474867654000,6474874953000
10057,2175-08-31,23:19:04,384,150,P,P,0.9385,1.1207,0.1506,260.6,84.8,0,-8,12,6490184542000,6490189816000,,6490192360000,,6490194904000,6490200178000
10058,2176-01-26,03:03:39,385,117,N,N,1.2292,0.6133,-0.4082,210.9,0,0,20,-41,6502900307000,,,6502906634000,,,6502912961000
10059,2176-07-21,22:36:52,386,122,P,P,-0.9707,1.0986,0.0553,284.6,56.3,0,-21,24,6518261288000,6518268137000,,6518269826000,,6518271515000,6518278364000
10060,2177-01-14,16:08:55,387,127,P,P,0.5099,1.9112,0.9333,304.6,183.3,0,22,122,6533530210000,6533533849000,,6533539348000,,6533544847000,6533548486000
10061,2177-07-11,00:25:23,388,132,T,T-,-0.2199,2.4896,1.4199,371.2,230.4,93,-22,-3,6548850799000,6548855023000,6548859145000,6548861935000,6548864725000,6548868847000,6548873071000
10062,2178-01-04,07:50:14,390,137,T,T-,-0.157,2.5574,1.582,319.8,208.8,92.8,23,-115,6564171830000,6564175160000,6564178640000,6564181424000,6564184208000,6564187688000,6564191018000
10063,2178-06-30,01:48:39,391,142,P,P,0.5438,1.8841,0.8364,341.8,194.6,0,-23,-25,6579442274000,6579446690000,,6579452528000,,6579458366000,6579462782000
10064,2178-12-24,21:26:20,392,147,P,P,-0.8614,1.2853,0.2694,282.5,113.6,0,23,40,6594807513000,6594812580000,,6594815988000,,6594819396000,6594824463000
10065,2179-05-21,00:09:10,393,114,N,N,-1.3346,0.3956,-0.5778,167.6,0,0,-21,-2,6607521529000,,,6607526557000,,,6607531585000
10066,2179-06-19,09:16:11,393,152,N,N,1.2701,0.525,-0.4703,196.7,0,0,-22,-137,6610059077000,,,6610064978000,,,6610070879000
10067,2179-11-14,11:28:05,394,119,N,N,1.3504,0.4249,-0.6641,194.8,0,0,19,-175,6622854247000,,,6622860091000,,,6622865935000
10068,2180-05-09,16:05:58,395,124,P,P,-0.584,1.7599,0.8124,294.1,173.9,0,-18,119,6638160740000,6638164346000,,6638169563000,,6638174780000,6638178386000
10069,2180-11-02,10:55:47,396,129,P,P,0.6669,1.6803,0.5891,341,173.2,0,16,-167,6653433521000,6653438555000,,6653443751000,,6653448947000,6653453981000
10070,2181-04-29,08:40:08,397,134,T,T+,0.1345,2.5938,1.6281,323.2,212.3,95.9,-15,-129,6668805115000,6668808442000,6668811934000,6668814811000,6668817688000,6668821180000,6668824507000
10071,2181-10-22,13:35:21,398,139,T,T-,-0.0652,2.7613,1.7157,355.7,226.3,102.2,11,154,6684028252000,6684032134000,6684035857000,6684038923000,6684041989000,6684045712000,6684049594000
10072,2182-04-18,21:14:14,399,144,P,P,0.9049,1.2068,0.1883,282.5,98.3,0,-10,43,6699437180000,6699442706000,,6699445655000,,6699448604000,6699454130000
10073,2182-10-11,23:38:06,400,149,P,P,-0.7776,1.4246,0.4376,286.8,139.4,0,7,4,6714652082000,6714656504000,,6714660686000,,6714664868000,6714669290000
10074,2183-03-09,09:24:16,401,116,N,N,-1.2592,0.5953,-0.4997,229,0,0,3,-137,6727476185000,,,6727483055000,,,6727489925000
10075,2183-09-02,07:15:22,403,121,N,N,1.1036,0.8072,-0.1419,222.7,0,0,-7,-107,6742761438000,,,6742768119000,,,6742774800000
10076,2183-10-01,15:05:25,403,159,N,N,-1.4396,0.1933,-0.761,115.5,0,0,2,133,6745298457000,,,6745301922000,,,6745305387000
10077,2184-02-26,09:05:35,404,126,P,P,-0.5579,1.8762,0.793,347.1,192,0,8,-132,6758057118000,6758061771000,,6758067531000,,6758073291000,6758077944000
10078,2184-08-21,22:38:35,405,131,T,T,0.3977,2.119,1.1374,321.9,201,54.8,-11,23,6773399453000,6773403080000,6773407466000,6773409110000,6773410754000,6773415140000,6773418767000
10079,2185-02-14,14:03:41,406,136,T,T+,0.166,2.5697,1.5372,345.1,219.4,94.8,13,154,6788660662000,6788664433000,6788668171000,6788671015000,6788673859000,6788677597000,6788681368000
10080,2185-08-11,08:20:59,407,141,T,T,-0.3774,2.1828,1.1482,346.9,212,59.3,-15,-122,6804019245000,6804023292000,6804027873000,6804029652000,6804031431000,6804036012000,6804040059000
10081,2186-02-04,02:01:15,408,146,P,P,0.8402,1.308,0.3244,273.7,120.1,0,17,-25,6819291456000,6819296064000,,6819299667000,,6819303270000,6819307878000
10082,2186-07-31,11:07:14,409,151,N,N,-1.1629,0.7589,-0.3102,252.6,0,0,-19,-163,6834617647000,,,6834625225000,,,6834632803000
10083,2186-12-26,06:46:26,410,118,N,N,-1.2018,0.6443,-0.3389,205.7,0,0,22,-100,6847390605000,,,6847396776000,,,6847402947000
10084,2187-01-24,17:35:19,410,156,N,N,1.4758,0.1353,-0.8356,97.5,0,0,21,101,6849938384000,,,6849941309000,,,6849944234000
10085,2187-06-20,22:44:13,411,123,P,P,0.8928,1.2372,0.2025,294.4,104.6,0,-23,21,6862651810000,6862657504000,,6862660642000,,6862663780000,6862669474000
10086,2187-12-15,18:58:37,413,128,P,P,-0.5595,1.8473,0.8156,323,184.1,0,23,76,6878016614000,6878020781000,,6878026304000,,6878031827000,6878035994000
10087,2188-06-09,08:12:51,414,133,T,T+,0.0887,2.6856,1.7045,333.2,218,99.8,-23,-122,6893270361000,6893273817000,6893277363000,6893280357000,6893283351000,6893286897000,6893290353000
10088,2188-12-04,00:15:39,415,138,T,T+,0.1394,2.6448,1.5602,368.8,229.5,98.9,22,-5,6908619860000,6908624039000,6908627957000,6908630924000,6908633891000,6908637809000,6908641988000
10089,2189-05-29,23:34:01,416,143,P,P,-0.6505,1.6375,0.6909,288.8,164.1,0,-22,8,6923912561000,6923916302000,,6923921225000,,6923926148000,6923929889000
10090,2189-11-22,23:54:08,417,148,P,P,0.8349,1.3765,0.2764,321.7,125,0,21,-1,6939205580000,6939211481000,,6939215231000,,6939218981000,6939224882000
10091,2190-04-20,08:03:22,418,115,N,N,1.2034,0.6397,-0.3402,208.3,0,0,-11,-119,6952025535000,,,6952031784000,,,6952038033000
10092,2190-05-19,16:35:26,418,153,N,N,-1.3714,0.3183,-0.6357,147.8,0,0,-21,112,6954563674000,,,6954568108000,,,6954572542000
10093,2190-10-13,10:43:55,419,120,N,N,-1.3479,0.3979,-0.6285,176.9,0,0,7,-162,6967242509000,,,6967247816000,,,6967253123000
10094,2190-11-12,01:00:53,419,158,N,N,1.4894,0.1572,-0.9067,117.9,0,0,19,-18,6969801297000,,,6969804834000,,,6969808371000
10095,2191-04-09,18:42:01,420,125,P,P,0.5107,1.9399,0.9022,334.9,194.9,0,-7,82,6982645654000,6982649854000,,6982655701000,,6982661548000,6982665748000
10096,2191-10-02,22:45:48,422,130,P,P,-0.5729,1.7925,0.8206,302.6,177.4,0,3,18,6997867648000,6997871404000,,6997876726000,,6997882048000,6997885804000
10097,2192-03-28,21:56:24,423,135,T,T-,-0.2202,2.4966,1.412,371.1,228.8,91.6,-4,34,7013241828000,7013246097000,7013250213000,7013252961000,7013255709000,7013259825000,7013264094000
10098,2192-09-21,15:02:17,424,140,T,T+,0.1453,2.5668,1.6154,316.5,209.1,94.4,0,134,7028511418000,7028514640000,7028518081000,7028520913000,7028523745000,7028527186000,7028530408000
10099,2193-03-17,21:34:32,425,145,P,P,-0.9274,1.1995,0.1138,303,81.6,0,0,40,7043828157000,7043834799000,,7043837247000,,7043839695000,7043846337000
10100,2193-09-11,06:57:00,426,150,P,P,0.8828,1.2256,0.2505,270.4,108.1,0,-4,-104,7059155682000,7059160551000,,7059163794000,,7059167037000,7059171906000
10101,2194-02-05,11:34:56,427,117,N,N,1.2338,0.6027,-0.4146,208.5,0,0,17,-168,7071875014000,,,7071881269000,,,7071887524000
10102,2194-08-02,05:18:42,428,122,N,N,-1.0539,0.9479,-0.0993,269.6,0,0,-19,-76,7087229806000,,,7087237894000,,,7087245982000
10103,2195-01-26,00:58:49,429,127,P,P,0.5139,1.9028,0.9269,303.7,182.7,0,19,-10,7102505989000,7102509619000,,7102515100000,,7102520581000,7102524211000
10104,2195-07-22,06:49:10,431,132,T,T,-0.3086,2.3271,1.2569,367.7,224.6,77.4,-20,-99,7117817888000,7117822181000,7117826597000,7117828919000,7117831241000,7117835657000,7117839950000
10105,2196-01-15,16:41:55,432,137,T,T-,-0.1537,2.5641,1.5877,320.3,209.1,93.1,21,114,7133147674000,7133151010000,7133154490000,7133157283000,7133160076000,7133163556000,7133166892000
10106,2196-07-10,08:26:05,433,142,P,P,0.4577,2.0407,0.996,347.3,205.8,0,-22,-123,7148409913000,7148414158000,,7148420332000,,7148426506000,7148430751000
10107,2197-01-04,06:04:04,434,147,P,P,-0.8601,1.2894,0.2703,283.8,114.1,0,22,-88,7163782496000,7163787587000,,7163791010000,,7163794433000,7163799524000
10108,2197-05-31,07:36:04,435,114,N,N,-1.3954,0.2817,-0.6871,142.4,0,0,-23,-113,7176493057000,,,7176497329000,,,7176501601000
10109,2197-06-29,16:22:52,435,152,N,N,1.1911,0.668,-0.3233,217.8,0,0,-22,117,7179028003000,,,7179034537000,,,7179041071000
10110,2197-11-24,19:17:17,436,119,N,N,1.3722,0.387,-0.7061,187,0,0,22,69,7191826591000,,,7191832201000,,,7191837811000
10111,2198-05-20,23:50:32,437,124,P,P,-0.6436,1.6493,0.7041,288.4,164.8,0,-21,3,7207132743000,7207136451000,,7207141395000,,7207146339000,7207150047000
10112,2198-11-13,18:34:28,439,129,P,P,0.6944,1.6306,0.5378,337.7,166.7,0,19,79,7222405098000,7222410228000,,7222415229000,,7222420230000,7222425360000
10113,2199-05-10,16:25:22,440,134,T,T+,0.0793,2.6951,1.7297,324.8,214,98.8,-18,115,7237776938000,7237780262000,7237783718000,7237786682000,7237789646000,7237793102000,7237796426000
10114,2199-11-02,21:27:11,441,139,T,T-,-0.034,2.8187,1.7731,354.9,226,102.7,15,36,7253000543000,7253004410000,7253008109000,7253011190000,7253014271000,7253017970000,7253021837000
10115,2200-04-30,04:44:34,442,144,P,P,0.855,1.2987,0.2797,291.1,118.6,0,-14,-70,7268407899000,7268413074000,,7268416632000,,7268420190000,7268425365000
10116,2200-10-23,07:44:43,443,149,P,P,-0.7411,1.4917,0.5044,290.4,147.8,0,11,-118,7283625128000,7283629406000,,7283633840000,,7283638274000,7283642552000
